identifier,plan_description,objectives
RHG113,"Kursen ger en orientering om islams ursprung och utveckling. Säraskilt behandlas olika tolkningar av islam som politiskt system. Framför allt studeras islamistiska rörelser och organisationer. Islam spelar en stor roll i arabvärlden men majoriteten av världens muslimer lever utanför den. Därför behandlas i hög grad också islam i t ex Afrika, Centralasien, Syd- och Sydostasien samt västvärlden.","För godkänt resultat på kursen ska studenten kunna - redogöra för och analysera den nutida diskussionen bland muslimer om demokrati, nationalism,jämställdhet, socialism, liberalism, mänskliga rättigheter och annat som berör politiska förhållanden. "
RHG113,Kursen ger en orientering om islams ursprung och utveckling med betoning på politiska dimensioner. Särskilt behandlas olika tolkningar av islam som politiskt system liksom politiska rörelser och organisationer baserade på islam i historia och nutid.,"För godkänt resultat på kursen ska studenten kunna - redogöra för islams ursprung och utveckling med betoning på politiska dimensioner, - redogöra för och analysera diskussioner bland muslimer om islams roll i politik och samhällsliv. "
RHG113,Kursen ger en orientering om islams ursprung och utveckling med betoning på politiska dimensioner. Särskilt behandlas olika tolkningar av islam som politiskt system liksom politiska rörelser och organisationer baserade på islam i historia och nutid.,"För godkänt resultat på kursen ska studenten kunna - redogöra för islams ursprung och utveckling med betoning på politiska dimensioner, - redogöra för och analysera diskussioner bland muslimer om islams roll i politik och samhällsliv."
RHG113,Kursen ger en orientering om islams ursprung och utveckling med betoning på politiska dimensioner. Särskilt behandlas olika tolkningar av islam som politiskt system liksom politiska rörelser och organisationer baserade på islam i historia och nutid.,"För godkänt resultat på kursen ska studenten kunna - redogöra för islams ursprung och utveckling med betoning på politiska dimensioner, - redogöra för och analysera diskussioner bland muslimer om islams roll i politik och samhällsliv."
RHG114,Mot bakgrund av en bred genomgång av islams betydelse i världen och i Europa och mot bakgrund av den snabba ökningen av antalet muslimer i Sverige behandlar denna kurs särskilt religionsfrihets- och skolfrågor i det svenska samhället. ,"För godkänt resultat på kursen ska studenten kunna - redogöra för islams historia i Europa och speciellt i Sverige med särskild hänsyn till frågor som rör religionsfrihet, gudstjänstliv och utbildning. "
RHG114,"Mot bakgrund av en bred genomgång av islams betydelse i världen och i Europa och mot bakgrund av ökningen av antalet muslimer i regionen behandlar denna kurs särskilt frågor som rör islam som minoritetsreligion och ger exempel på islamtolkningar som har utvecklats liksom bredare samhällsfrågor, exempelvis religionsfrihet. ","För godkänt resultat på kursen ska studenten kunna - redogöra för islams historia i Europa och Sverige med fokus på islam som minoritetsreligion, relaterat till bredare samhällsfrågor såsom religionsfrihet. "
RHG114,"Mot bakgrund av en bred genomgång av islams betydelse i världen och i Europa och mot bakgrund av ökningen av antalet muslimer i regionen behandlar denna kurs särskilt frågor som rör islam som minoritetsreligion och ger exempel på islamtolkningar som har utvecklats liksom bredare samhällsfrågor, exempelvis religionsfrihet.","För godkänt resultat på kursen ska studenten kunna - redogöra för islams historia i Europa och Sverige med fokus på islam som minoritetsreligion, relaterat till bredare samhällsfrågor såsom religionsfrihet."
RHG114,"Mot bakgrund av en bred genomgång av islams betydelse i världen och i Europa och mot bakgrund av ökningen av antalet muslimer i regionen behandlar denna kurs särskilt frågor som rör islam som minoritetsreligion och ger exempel på islamtolkningar som har utvecklats liksom bredare samhällsfrågor, exempelvis religionsfrihet.","För godkänt resultat på kursen ska studenten kunna - redogöra för islams historia i Europa och Sverige med fokus på islam som minoritetsreligion, relaterat till bredare samhällsfrågor såsom religionsfrihet."
SLUIOI,"Kursen ger en bred bakgrund till dagens politiska och kulturella situation i Ukraina. Det var på ukrainskt territorium som den första östslaviska statsbildningen uppstod på 700-800-talen. Ukrainas geografiska läge på gränsen mellan Östeuropa och Västeuropa har lett till komplexa historiska skeenden, då landet dragits in i olika maktsfärer och under långa tider även har varit uppdelat mellan skilda grannländer. Det var först efter kommunismens fall som Ukraina blev en självständig stat. Geografiskt och befolkningsmässigt är Ukraina ett av Europas största länder med drygt 44 miljoner invånare.  Kursen belyser olika aspekter på historia, kultur, litteratur och språk. Den senaste politiska utvecklingen ägnas ett stort utrymme.","För godkänt resultat på kursen ska studenten kunna… … visa insikter i hur Ukraina och dess kultur har utvecklats efter kommunismens fall, … visa insikter i de faktorer som konstituerar ukrainsk identitet, … redogöra för Ukrainas förhållande till Ryssland och till Polen i ett historiskt och i ett samtida perspektiv, … följa och förstå dynamiken i och orsakerna till dagens politiska situation, … kunna relatera kursen till det egna ämnesområdet."
SLUIOI,"Kursen behandlar bakgrunden till dagens politiska och kulturella situation i Ukraina och diskuterar olika perspektiv på historia, kultur, litteratur och språk. Kursen tar sitt avstamp i 700- och 800-talen då den första östslaviska statsbildningen uppstod på det som idag är ukrainskt territorium. Under kursen diskuteras vidare hur Ukrainas geografiska läge på gränsen mellan Östeuropa och Västeuropa har lett till komplexa historiska skeenden, då landet dragits in i olika maktsfärer och under långa tider även har varit uppdelat mellan grannländer. Ukrainas historia under 1900-talet, kommunismens fall och utropandet av en självständig stat samt den senaste politiska utvecklingen belyses särskilt.",För godkänt resultat på kursen ska studenten kunna: - ge exempel på hur ukrainsk kultur har utvecklats efter kommunismens fall - redogöra för ukrainsk minnespolitik i relation till landets sovjetiska arv - visa insikter om vad som konstituerar ukrainsk identitet - redogöra för Ukrainas förhållande till Ryssland och till Polen i ett historiskt och i ett samtida perspektiv - problematisera dynamiken i och orsakerna till dagens politiska situation
JKB918,"Kursen undersöker hur en skriftlig källa kan överföras från ett medium till ett annat, till en spelfilm. För detta ändamål studeras representativa verk av koreansk litteratur, främst romaner och noveller, och filmatiseringar av dessa. Snarare än att fokusera på om filmen är trogen den litterära källan betraktas de båda konstverken som separata enheter och studeras med särskild tonvikt på de respektive mediernas individuella berättartekniker. Under kursens seminarier belyses, tolkas och jämförs författarnas och regissörernas olika konstnärliga tillvägagångssätt.",För godkänt resultat på kursen ska studenten kunna – redogöra för och diskutera olika relationer mellan koreansk litteratur och film – redogöra för och diskutera narrativa tekniker i koreanska litterära verk – identifiera och tolka bildspråkliga detaljer i jämförelser mellan litterära källor och filmatiseringar av dessa
JKB918,"Kursen undersöker hur en skriftlig källa kan överföras från ett medium till ett annat, till en spelfilm. För detta ändamål studeras representativa verk av koreansk litteratur, främst romaner och noveller, och filmatiseringar av dessa. Snarare än att fokusera på om filmen är trogen den litterära källan betraktas de båda konstverken som separata enheter och studeras med särskild tonvikt på de respektive mediernas individuella berättartekniker. Under kursens seminarier belyses, tolkas och jämförs författarnas och regissörernas olika konstnärliga tillvägagångssätt.",För godkänt resultat på kursen ska studenten kunna: – redogöra för och diskutera olika relationer mellan koreansk litteratur och film – redogöra för och diskutera narrativa tekniker i koreanska litterära verk – identifiera och tolka bildspråkliga detaljer i jämförelser mellan litterära källor och filmatiseringar av dessa
JKB918,"Kursen undersöker hur en skriftlig källa kan överföras från ett medium till ett annat, till en spelfilm. För detta ändamål studeras representativa verk av koreansk litteratur, främst romaner och noveller, och filmatiseringar av dessa. Snarare än att fokusera på om filmen är trogen den litterära källan betraktas de båda konstverken som separata enheter och studeras med särskild tonvikt på de respektive mediernas individuella berättartekniker. Under kursens seminarier belyses, tolkas och jämförs författarnas och regissörernas olika konstnärliga tillvägagångssätt.",För godkänt resultat på kursen ska studenten kunna: – redogöra för och diskutera olika relationer mellan koreansk litteratur och film – redogöra för och diskutera narrativa tekniker i koreanska litterära verk – identifiera och tolka bildspråkliga detaljer i jämförelser mellan litterära källor och filmatiseringar av dessa
